Date,Team,Acquired,Relinquished,Notes
2009-09-05, Panthers, ,  Jason Chery, waived
2009-09-05, Panthers, ,  Jeremy Leman / J Leman, waived
2009-09-05, Panthers, ,  Joe Fields, waived
2009-09-05, Panthers, ,  Jonathan Palmer, waived
2009-09-05, Panthers, ,  Justin Geisinger, waived
2009-09-05, Panthers, ,  Keith Gray, waived
2009-09-05, Panthers, ,  Kelvin Smith, waived
2009-09-05, Panthers, ,  Kevin McMahan, waived
2009-09-05, Panthers, ,  Larry Beavers, waived
2009-09-05, Panthers, ,  Marcus Monk, waived
2009-09-05, Panthers, ,  Marlon Favorite, waived
2009-09-05, Panthers, ,  Mortty Ivy, waived
2009-09-05, Panthers, ,  Patrick Brown, waived
2009-09-05, Panthers, ,  Paul Chiara, waived
2009-09-05, Panthers, , Kevin Kaesviharn, waived
2009-09-05, Patriots, ,  (E.) Alex Smith, waived
2009-09-05, Patriots, ,  Darryl Richard, waived
2009-09-05, Patriots, ,  Herana-Daze Jones, waived
2009-09-05, Patriots, ,  Jamar Love, released
2009-09-05, Patriots, ,  Paris Lenon, waived
2009-09-05, Patriots, ,  Raymond Ventrone / Bubba Ventrone, waived
2009-09-05, Patriots, ,  Ryan O'Callaghan, waived
2009-09-05, Patriots, ,  Terrence Nunn, released
2009-09-05, Patriots, ,  Titus Adams, waived
2009-09-05, Patriots, ,  Wesley Britt, waived
2009-09-05, Patriots,"  2011 conditional pick (sixth round if Thomas meets certain performance marks, else seventh round) (#189-Mike Mohamed)",  David Thomas (b), trade with Saints
2009-09-05, Patriots,  Michael Matthews,  2011 conditional pick (not exercised), trade with Giants
2009-09-05, Raiders, ,  Chris O'Neill (CBC) / Chris O'Neal (SN), released
2009-09-05, Raiders, ,  Darrell Strong, waived
2009-09-05, Raiders, ,  Darrick Brown, waived
2009-09-05, Raiders, ,  David Nixon, released
2009-09-05, Raiders, ,  Gary Russell, waived
2009-09-05, Raiders, ,  Greyson Gunheim / Grayson Gunheim, waived
2009-09-05, Raiders, ,  James Marten, waived
2009-09-05, Raiders, ,  Jeff Garcia, waived
2009-09-05, Raiders, ,  John Wade (b)?, waived
2009-09-05, Raiders, ,  Jonathan Holland, waived
2009-09-05, Raiders, ,  Justin Miller, waived
2009-09-05, Raiders, ,  Marcel Reece, waived
2009-09-05, Raiders, ,  Mark Wilson (b), waived
2009-09-05, Raiders, ,  Mike Hawkins (b)?, waived
2009-09-05, Raiders, ,  Morlon Greenwood, waived
2009-09-05, Raiders, ,  Rashad Baker, waived
2009-09-05, Raiders, ,  Ricky Schmitt, waived
2009-09-05, Raiders, ,  Ryan Boschetti, waived
2009-09-05, Raiders, ,  Seth Wand, waived
2009-09-05, Raiders, ,  Slade Norris, waived
2009-09-05, Raiders, ,  Terdell Sands, waived
2009-09-05, Rams, ,  Antonio Pittman, waived
2009-09-05, Rams, ,  Antwon Burton, waived
2009-09-05, Rams, ,  Brock Berlin, waived
2009-09-05, Rams, ,  Chris Ogbonnaya, waived
2009-09-05, Rams, ,  Cord Parks, waived
2009-09-05, Rams, ,  Dominic Douglas, waived
2009-09-05, Rams, ,  Eric Butler, waived
2009-09-05, Rams, ,  Ian Campbell, waived
2009-09-05, Rams, ,  Jerome Johnson, released
2009-09-05, Rams, ,  Mark Rubin, waived
2009-09-05, Rams, ,  Renardo Foster, waived
2009-09-05, Rams, ,  Ronald Curry, waived
2009-09-05, Rams, ,  Roy Schuening, waived
2009-09-05, Rams, ,  Sean Walker, waived
2009-09-05, Rams, ,  Tim Carter (b), waived
2009-09-05, Rams, ,  Todd Johnson, waived
2009-09-05, Rams, , K.C. Asiodu, waived
2009-09-05, Rams, , Phil Trautwein, waived
2009-09-05, Rams, , Tim Mattran, waived
2009-09-05, Ravens, ,  Bryan Mattison, waived
2009-09-05, Ravens, ,  Cedric Peerman, waived
2009-09-05, Ravens, ,  Cory Ross, waived
2009-09-05, Ravens, ,  Davon Drew, waived
2009-09-05, Ravens, ,  Ernie Wheelwright (b), waived
2009-09-05, Ravens, ,  Eron Riley, waived
2009-09-05, Ravens, ,  Graham Gano, waived
2009-09-05, Ravens, ,  Isaac Smolko / Issac Smolko, waived
2009-09-05, Ravens, ,  Jason Cook, waived
2009-09-05, Ravens, ,  Jayson Foster, waived
2009-09-05, Ravens, ,  Joe Reitz, waived
2009-09-05, Ravens, ,  Justin Harper, waived
2009-09-05, Ravens, ,  Stefan Rodgers, waived
2009-09-05, Ravens, ,  Tre' Stallings, waived
2009-09-05, Ravens, ,  Will Johnson (DL), waived
2009-09-05, Ravens, , Evan Oglesby, waived
2009-09-05, Ravens, , K.J. Gerard, waived
2009-09-05, Ravens, , Nader Abdallah, waived
2009-09-05, Ravens, , Robby Felix, waived
2009-09-05, Ravens, , Tony Fein, waived
2009-09-05, Ravens, , William VanDeSteeg / Willie VanDeSteeg, waived
2009-09-05, Ravens, , Yamon Figurs, waived
2009-09-05, Ravens,  Tony Moll,  Derrick Martin (b), trade with Packers
2009-09-05, Redskins, ,  Alex Buzbee, waived
2009-09-05, Redskins, ,  Anthony Alridge, waived
2009-09-05, Redskins, ,  Antonio Dixon, waived
2009-09-05, Redskins, ,  Chase Daniel, waived
2009-09-05, Redskins, ,  Cody Glenn, waived
2009-09-05, Redskins, ,  Colt Brennan, waived
2009-09-05, Redskins, ,  D.J. Hackett, waived
2009-09-05, Redskins, ,  Darrel Young, waived
2009-09-05, Redskins, ,  Dave Rayner, waived
2009-09-05, Redskins, ,  Dominique Dorsey, waived
2009-09-05, Redskins, ,  Eddie Williams, waived
2009-09-05, Redskins, ,  J.D. Skolnitsky, waived
2009-09-05, Redskins, ,  Jeremy Bridges, waived
2009-09-05, Redskins, ,  Lendy Holmes, waived
2009-09-05, Redskins, ,  Rob Jackson, waived
2009-09-05, Redskins, ,  Robert Thomas, waived
2009-09-05, Redskins, ,  Rueben Riley, waived
2009-09-05, Redskins, ,  Scott Burley, waived
2009-09-05, Redskins, ,  Trent Shelton, waived
2009-09-05, Redskins, , Doug Dutch, waived
2009-09-05, Redskins, , Keith Eloi, waived
2009-09-05, Redskins, , Robbie Agnone, waived
2009-09-05, Saints, ,  Adrian Arrington, waived
2009-09-05, Saints, ,  Anthony Davis (S.), waived
2009-09-05, Saints, ,  Anthony Waters, waived
2009-09-05, Saints, ,  Courtney Roby, waived
2009-09-05, Saints, ,  Danny Gorrer, waived
2009-09-05, Saints, ,  DeMario Pressley, waived
2009-09-05, Saints, ,  Earl Heyman, waived
2009-09-05, Saints, ,  Herb Donaldson, waived
2009-09-05, Saints, ,  Joey Harrington, waived
2009-09-05, Saints, ,  Martrez Milner, waived
2009-09-05, Saints, ,  Matt Simon (b), waived
2009-09-05, Saints, ,  Michael Brown (b), waived
2009-09-05, Saints, ,  Nathan Bennett (E) / Nate Bennett (CBC CBS NFL SN), waived
2009-09-05, Saints, ,  P.J. Hill, waived
2009-09-05, Saints, ,  Paul Spicer, waived
2009-09-05, Saints, ,  Skyler Green, waived
2009-09-05, Saints, , Digger Bujnoch, waived
2009-09-05, Saints, , Jermey Parnell, waived
2009-09-05, Saints, , Tim Duckworth, waived
2009-09-05, Saints,  David Thomas (b),"  2011 conditional pick (sixth round if Thomas meets certain performance marks, else seventh round) (#189-Mike Mohamed)", trade with Patriots
2009-09-05, Seahawks, ,  Andre Ramsey, waived
2009-09-05, Seahawks, ,  Baraka Atkins, waived
2009-09-05, Seahawks, ,  Brandon Coutu, waived
2009-09-05, Seahawks, ,  Brian De La Puente, waived
2009-09-05, Seahawks, ,  Brian Russell, waived
2009-09-05, Seahawks, ,  Courtney Greene, waived
2009-09-05, Seahawks, ,  Courtney Taylor, waived
2009-09-05, Seahawks, ,  D.D. Lewis (b), waived
2009-09-05, Seahawks, ,  Devin Moore, waived
2009-09-05, Seahawks, ,  Jamar Adams, waived
2009-09-05, Seahawks, ,  Jeff Rowe, waived
2009-09-05, Seahawks, ,  Joe Newton, waived
2009-09-05, Seahawks, ,  Jordan Kent, waived
2009-09-05, Seahawks, ,  Kevin Hobbs, waived
2009-09-05, Seahawks, ,  Logan Payne, waived
2009-09-05, Seahawks, ,  Marquis Floyd, waived
2009-09-05, Seahawks, ,  Mike Hass, waived
2009-09-05, Seahawks, ,  Na'Shan Goddard, waived
2009-09-05, Seahawks, ,  Nate Ness, waived
2009-09-05, Seahawks, ,  William Robinson / Will Robinson, waived
2009-09-05, Seahawks, , Cory Withrow, released
2009-09-05, Seahawks, , Dave Philistin, waived
2009-09-05, Seahawks, , David Kirtman, waived
2009-09-05, Steelers, ,  Andrew Schantz (CBC E) / Andy Schantz, released
2009-09-05, Steelers, ,  Brandon Williams (b), waived
2009-09-05, Steelers, ,  Dallas Baker, waived
2009-09-05, Steelers, ,  Dezmond Sherrod, waived
2009-09-05, Steelers, ,  Jason Capizzi, waived
2009-09-05, Steelers, ,  Jeremy Parquet, waived
2009-09-05, Steelers, ,  Mike Reilly (b), released
2009-09-05, Steelers, ,  Roy Lewis, waived
2009-09-05, Steelers, ,  Sean McHugh, waived
2009-09-05, Steelers, ,  Steve McLendon, released
2009-09-05, Steelers, ,  Thomas Korte / Tom Korte (CBC E), released
2009-09-05, Steelers, ,  Tyler Grisham, released
2009-09-05, Steelers, , Piotr Czech, released
2009-09-05, Texans, ,  A.J. Davis (a), waived
2009-09-05, Texans, ,  Adam Stenavich, waived
2009-09-05, Texans, ,  Adrian Jones (b), waived
2009-09-05, Texans, ,  Alex Brink, waived
2009-09-05, Texans, ,  Arian Foster, waived
2009-09-05, Texans, ,  Brandon Harrison (c), waived
2009-09-05, Texans, ,  Brandon Torrey, waived
2009-09-05, Texans, ,  Brett Helms, released
2009-09-05, Texans, ,  Buster Davis (a), waived
2009-09-05, Texans, ,  Clark Harris, waived
2009-09-05, Texans, ,  Cliff Washburn, waived
2009-09-05, Texans, ,  Darnell Jenkins, waived
2009-09-05, Texans, ,  Deltha O'Neal, waived
2009-09-05, Texans, ,  Jonathan Evans, waived
2009-09-05, Texans, ,  Josh Leonard, released
2009-09-05, Texans, ,  Khary Campbell, waived
2009-09-05, Texans, ,  Mark Simmons, waived
2009-09-05, Texans, ,  Matterral Richardson, waived
2009-09-05, Texans, ,  Tim Jamison, released
2009-09-05, Texans, , Jesse Nading, waived
2009-09-05, Texans, , Mark Parson, released
2009-09-05, Titans, ,  A.J. Trapasso, waived
2009-09-05, Titans, ,  Casey Cramer, waived
2009-09-05, Titans, ,  Cory Lekkerkerker, waived
2009-09-05, Titans, ,  Demarcus Faggins, waived
2009-09-05, Titans, ,  Fernando Velasco, waived
2009-09-05, Titans, ,  LaJuan Ramsey, waived
2009-09-05, Titans, ,  Larry Birdine, waived
2009-09-05, Titans, ,  Matthew Mulligan, waived
2009-09-05, Titans, ,  Mitch King, waived
2009-09-05, Titans, ,  Nick Schommer, waived
2009-09-05, Titans, ,  Quinton Ganther, waived
2009-09-05, Titans, ,  Rocky Boiman, waived
2009-09-05, Titans, ,  Rodney Ferguson, waived
2009-09-05, Titans, ,  Ryan Durand, waived
2009-09-05, Titans, ,  Ryan Fowler, waived
2009-09-05, Titans, ,  Tanard Davis, waived
2009-09-05, Titans, ,  Tuff Harris, waived
2009-09-05, Titans, , Josh Stamer, waived
2009-09-05, Vikings, ,  Andy Kemp, released
2009-09-05, Vikings, ,  Antoine Holmes, waived
2009-09-05, Vikings, ,  Bobby Williams, released
2009-09-05, Vikings, ,  Brian Daniels, waived
2009-09-05, Vikings, ,  Chris Clark, waived
2009-09-05, Vikings, ,  Colt Anderson, released
2009-09-05, Vikings, ,  David Herron, waived
2009-09-05, Vikings, ,  De'von Hall, released
2009-09-05, Vikings, ,  Drew Radovich, waived
2009-09-05, Vikings, ,  Garrett Mills, waived
2009-09-05, Vikings, ,  Ian Johnson, released
2009-09-05, Vikings, ,  John David Booty, waived
2009-09-05, Vikings, ,  Juan Garcia, released
2009-09-05, Vikings, ,  Marcus McCauley, waived
2009-09-05, Vikings, ,  Marcus Walker, waived
2009-09-05, Vikings, ,  Martail Burnett, waived
2009-09-05, Vikings, ,  Nehemiah Broughton, waived
2009-09-05, Vikings, ,  Nick Moore (b), released
2009-09-05, Vikings, ,  Otis Grigsby, waived
2009-09-05, Vikings, ,  Tremaine Johnson, released
2009-09-05, Vikings, ,  Vinny Perretta, released
2009-09-05, Vikings, , Jake Nordin, waived
2009-09-05, Texans, ,  Toddrick Verdell, waived
2009-09-06, 49ers,  Alex Boone, , signed free agent to practice squad
2009-09-06, 49ers,  Brit Miller, , signed free agent to practice squad
2009-09-06, 49ers,  Dobson Collins, , signed free agent to practice squad
2009-09-06, 49ers,  Dominique Zeigler, , signed free agent to practice squad
2009-09-06, 49ers,  Joe Jon Finley, , signed free agent to practice squad
2009-09-06, 49ers,  Khalif Mitchell, , signed free agent to practice squad
2009-09-06, 49ers,  Kory Sheets, , signed free agent to practice squad
2009-09-06, Bears,  Brett Basanez, , signed free agent to practice squad
2009-09-06, Bears,  Donovan Raiola, , signed free agent to practice squad
2009-09-06, Bears,  Ervin Baldwin, , signed free agent to practice squad
2009-09-06, Bears,  Joe Clermond, , signed free agent to practice squad
2009-09-06, Bears,  Johan Asiata, , signed free agent to practice squad
2009-09-06, Bears,  Will Ta'ufo'ou, , signed free agent to practice squad
2009-09-06, Bears,  Woodny Turenne, , signed free agent to practice squad
2009-09-06, Bengals,  Chris Pressley, , signed free agent to practice squad
2009-09-06, Bengals,  Clinton McDonald, , signed free agent to practice squad
2009-09-06, Bengals,  Corey Lynch, , signed free agent to practice squad
2009-09-06, Bengals,  Dan Skuta, , signed free agent to practice squad
2009-09-06, Bengals,  Darius Hill, , signed free agent to practice squad
2009-09-06, Bengals,  James Johnson (X.), , signed free agent to practice squad
2009-09-06, Bengals,  Jason Shirley, , signed free agent to practice squad
2009-09-06, Bengals,  Maurice Purify, , signed free agent to practice squad
2009-09-06, Bills,  Alvin Bowen, , signed free agent to practice squad
2009-09-06, Bills,  Bruce Hall, , signed free agent to practice squad
2009-09-06, Bills,  C.J. Hawthorne, , signed free agent to practice squad
2009-09-06, Bills,  Cary Harris, , signed free agent to practice squad
2009-09-06, Bills,  Corey Mace, , signed free agent to practice squad
2009-09-06, Bills,  Felton Huggins, , signed free agent to practice squad
2009-09-06, Bills,  Jonathan Stupar, , signed free agent to practice squad
2009-09-06, Bills,  Nick Hennessey, , signed free agent to practice squad
2009-09-06, Broncos,  Braxton Kelley, , signed free agent to practice squad
2009-09-06, Broncos,  Darius Walker, , signed free agent to practice squad
2009-09-06, Broncos,  Domonique Johnson / D.J. Johnson (c), , signed free agent to practice squad
2009-09-06, Broncos,  Everette Pedescleaux, , signed free agent to practice squad
2009-09-06, Broncos,  Marquez Branson, , signed free agent to practice squad
2009-09-06, Broncos,  Matthew Willis / Matt Willis, , signed free agent to practice squad
2009-09-06, Broncos,  Mitch Erickson, , signed free agent to practice squad
2009-09-06, Broncos,  Tony Carter (a), , signed free agent to practice squad
2009-09-06, Browns, ,  Bret Lockett, waived
2009-09-06, Browns, ,  Corey Hilliard, waived
2009-09-06, Browns, ,  Fred Weary (Edward), waived
2009-09-06, Browns, ,  Marcus Benard, waived
2009-09-06, Browns,  Brandon Anderson, , signed free agent to practice squad
2009-09-06, Browns,  Brian Schaefering, , signed free agent to practice squad
2009-09-06, Browns,  Cedric Peerman, , claimed off waivers (from Ravens)
2009-09-06, Browns,  Chris Jennings, , signed free agent to practice squad
2009-09-06, Browns,  DeAngelo Smith, , claimed off waivers (from Cowboys)
2009-09-06, Browns,  Lance Leggett, , signed free agent to practice squad
2009-09-06, Browns,  Marquis Floyd, , claimed off waivers (from Seahawks)
2009-09-06, Browns,  Pat Murray, , signed free agent to practice squad
2009-09-06, Browns,  Titus Brown, , signed free agent to practice squad
2009-09-06, Browns, Phil Trautwein, , claimed off waivers (from Rams)
2009-09-06, Buccaneers,  James Lee (c), , signed free agent to practice squad
2009-09-06, Buccaneers,  Kareem Huggins, , signed free agent to practice squad
2009-09-06, Buccaneers,  Kyle Arrington, , signed free agent to practice squad
2009-09-06, Buccaneers,  Mario Urrutia, , signed free agent to practice squad
2009-09-06, Buccaneers,  Maurice Evans, , claimed off waivers (from Giants)
2009-09-06, Buccaneers,  Patrick Carter, , signed free agent to practice squad
2009-09-06, Buccaneers,  Rashaad Duncan, , signed free agent to practice squad
2009-09-06, Buccaneers,  Ryan Purvis, , signed free agent to practice squad
2009-09-06, Buccaneers,  William Middleton, , claimed off waivers (from Falcons)
2009-09-06, Chargers,  Andre Coleman, , signed free agent to practice squad
2009-09-06, Chargers,  Billy Latsko, , signed free agent to practice squad
2009-09-06, Chargers,  Corey Clark, , signed free agent to practice squad
2009-09-06, Chargers,  Darry Beckwith, , signed free agent to practice squad
2009-09-06, Chargers,  Gary Banks, , signed free agent to practice squad
2009-09-06, Chargers,  James Holt, , signed free agent to practice squad
2009-09-06, Chargers,  Ryan McDonald, , signed free agent to practice squad
2009-09-06, Chargers,  Simeon Castille, , signed free agent to practice squad
2009-09-06, Chiefs, ,  Barry Richardson, waived
2009-09-06, Chiefs,  Bobby Greenwood, , signed free agent to practice squad
2009-09-06, Chiefs,  Darryl Harris (b), , signed free agent to practice squad
2009-09-06, Chiefs,  Dion Gales, , signed free agent to practice squad
2009-09-06, Chiefs,  Jackie Bates, , signed free agent to practice squad
2009-09-06, Chiefs,  Javarris Williams, , signed free agent to practice squad
2009-09-06, Chiefs,  Rodney Wright, , signed free agent to practice squad
2009-09-06, Chiefs,  Ryan O'Callaghan, , claimed off waivers (from Patriots)
2009-09-06, Chiefs,  Tom Crabtree, , signed free agent to practice squad
2009-09-06, Colts, , Matt Giordano, waived
2009-09-06, Colts,  Cody Glenn, , claimed off waivers (from Redskins)
2009-09-06, Colts,  Colin Cloherty, , signed free agent to practice squad
2009-09-06, Colts,  Jaimie Thomas, , signed free agent to practice squad
2009-09-06, Colts,  John Gill, , signed free agent to practice squad
2009-09-06, Colts,  John Matthews, , signed free agent to practice squad
2009-09-06, Colts,  Mike Hart (b), , signed free agent to practice squad
2009-09-06, Colts,  Sam Giguere, , signed free agent to practice squad
2009-09-06, Colts,  Taj Smith, , signed free agent to practice squad
2009-09-06, Cowboys,  Jesse Holley, , signed free agent to practice squad
2009-09-06, Cowboys,  Julius Crosslin, , signed free agent to practice squad
2009-09-06, Cowboys,  Manuel Johnson / Manny Johnson, , signed free agent to practice squad
2009-09-06, Cowboys,  Marcus Dixon, , signed free agent to practice squad
2009-09-06, Cowboys,  Marvin White, , claimed off waivers (from Bengals)
2009-09-06, Cowboys,  Mike Mickens, , signed free agent to practice squad
2009-09-06, Cowboys,  Rudy Carpenter, , signed free agent to practice squad
2009-09-06, Cowboys,  Scott Chandler, , signed free agent to practice squad
2009-09-06, Cowboys,  Travis Bright, , signed free agent to practice squad
2009-09-06, Dolphins, ,  David Martin, waived
2009-09-06, Dolphins,  Davon Drew, , claimed off waivers (from Ravens)
2009-09-06, Dolphins,  J.D. Folsom, , signed free agent to practice squad
2009-09-06, Dolphins,  James Robinson (b), , signed free agent to practice squad
2009-09-06, Dolphins,  Julius Pruitt, , signed free agent to practice squad
2009-09-06, Dolphins,  Mark Lewis (b), , signed free agent to practice squad
2009-09-06, Dolphins,  Nate Garner, , signed free agent to practice squad
2009-09-06, Dolphins,  Ryan Baker (a), , signed free agent to practice squad
2009-09-06, Dolphins,  Will Billingsley, , signed free agent to practice squad
2009-09-06, Eagles, ,  A.J. Feeley, waived
2009-09-06, Eagles,  Antonio Dixon, , claimed off waivers (from Redskins)
2009-09-06, Eagles,  Danny Amendola, , signed free agent to practice squad
2009-09-06, Eagles,  Mike Gibson, , signed free agent to practice squad
2009-09-06, Eagles,  Paul Fanaika, , signed free agent to practice squad
2009-09-06, Eagles,  Rob Myers, , signed free agent to practice squad
2009-09-06, Falcons,  Brian Williams (d), , signed free agent to a 1-year contract
2009-09-06, Falcons,  D.J. Shockley, , signed free agent to practice squad
2009-09-06, Falcons,  Glenn Sharpe, , signed free agent to practice squad
2009-09-06, Falcons,  Jose Valdez, , signed free agent to practice squad
2009-09-06, Falcons,  Maurice Lucas, , signed free agent to practice squad
2009-09-06, Falcons,  Michael Butterworth / Mike Butterworth, , signed free agent to practice squad
2009-09-06, Falcons,  Robert James (b), , signed free agent to practice squad
2009-09-06, Falcons,  Troy Bergeron, , signed free agent to practice squad
2009-09-06, Falcons,  Vance Walker, , signed free agent to practice squad
2009-09-06, Giants,  Anthony Bryant, , signed free agent to practice squad
2009-09-06, Giants,  DeAndre Wright, , signed free agent to practice squad
2009-09-06, Giants,  Sha'reff Rashad, , signed free agent to practice squad
2009-09-06, Giants,  Vince Anderson, , signed free agent to practice squad
2009-09-06, Jaguars, ,  Todd Bouman, waived
2009-09-06, Jaguars,  Brock Bolen, , signed free agent to practice squad
2009-09-06, Jaguars,  Cameron Stephenson, , signed free agent to practice squad
2009-09-06, Jaguars,  Cecil Newton, , signed free agent to practice squad
2009-09-06, Jaguars,  Jeremy Navarre, , signed free agent to practice squad
2009-09-06, Jaguars,  Josh Vaughan, , signed free agent to practice squad
2009-09-06, Jaguars,  Michael Desormeaux, , signed free agent to practice squad
2009-09-06, Jaguars,  Tiquan Underwood, , signed free agent to practice squad
2009-09-06, Jets, ,  Brandon Renkart, waived
2009-09-06, Jets, ,  Danny Woodhead, waived
2009-09-06, Jets, ,  Reggie Hodges, waived
2009-09-06, Jets, , Mike Kracalik, waived
2009-09-06, Jets,  A.J. Trapasso, , claimed off waivers (from Titans)
2009-09-06, Jets,  Jason Davis, , claimed off waivers (from Bears)
2009-09-06, Jets,  Kevin O'Connell,  2011 seventh round pick (#231-Frank Kearse), trade with Lions
2009-09-06, Jets,  Matthew Mulligan, , claimed off waivers (from Titans)
2009-09-06, Lions, ,  Adam Jennings, waived
2009-09-06, Lions, ,  Cletis Gordon, waived
2009-09-06, Lions, ,  Ikaika Alama-Francis, waived
2009-09-06, Lions,  2011 seventh round pick (#231-Frank Kearse),  Kevin O'Connell, trade with Jets
2009-09-06, Lions,  Carson Butler, , signed free agent to practice squad
2009-09-06, Lions,  Copeland Bryan, , claimed off waivers (from Bills)
2009-09-06, Lions,  Dan Gerberry, , signed free agent to practice squad
2009-09-06, Lions,  Dan Gronkowski, , signed free agent to practice squad
2009-09-06, Lions,  John Broussard, , signed free agent to practice squad
2009-09-06, Lions,  Kevin Hobbs, , claimed off waivers (from Seahawks)
2009-09-06, Lions,  Lydon Murtha, , signed free agent to practice squad
2009-09-06, Lions,  Marcus McCauley, , claimed off waivers (from Vikings)
2009-09-06, Lions,  Tristan Davis, , signed free agent to practice squad
2009-09-06, Lions,  Yamon Figurs, , claimed off waivers (from Ravens)
2009-09-06, Lions,  Zack Follett, , signed free agent to practice squad
2009-09-06, Packers,  Anthony Toribio, , signed free agent to practice squad
2009-09-06, Packers,  Brian Brohm, , signed free agent to practice squad
2009-09-06, Packers,  Cyril Obiozor, , signed free agent to practice squad
2009-09-06, Packers,  Jake Allen, , signed free agent to practice squad
2009-09-06, Packers,  Jamon Meredith, , signed free agent to practice squad
2009-09-06, Packers,  Kregg Lumpkin, , signed free agent to practice squad
2009-09-06, Packers,  Ronald Talley, , signed free agent to practice squad
2009-09-06, Packers,  Trevor Ford, , signed free agent to practice squad
2009-09-06, Panthers,  George Hypolite, , signed free agent to practice squad
2009-09-06, Panthers,  Hunter Cantwell, , signed free agent to practice squad
2009-09-06, Panthers,  Jason Chery, , signed free agent to practice squad
2009-09-06, Panthers,  Kelvin Smith, , signed free agent to practice squad
2009-09-06, Panthers,  Mortty Ivy, , signed free agent to practice squad
2009-09-06, Panthers,  Ra'Shon Harris / Sunny Harris, , claimed off waivers (from Steelers)
2009-09-06, Panthers,  Tyrell Sutton, , claimed off waivers (from Packers)
2009-09-06, Patriots,  2011 first round pick (#17-Nate Solder),  Richard Seymour, trade with Raiders
2009-09-06, Patriots,  DeAngelo Willingham, , signed free agent to practice squad
2009-09-06, Patriots,  Isaiah Stanback, , signed free agent to practice squad
2009-09-06, Patriots,  Kendall Simmons, , signed unrestricted free agent
2009-09-06, Patriots,  Terrence Nunn, , signed free agent to practice squad
2009-09-06, Raiders, ,  William Joseph, waived
2009-09-06, Raiders,  David Nixon, , signed free agent to practice squad
2009-09-06, Raiders,  Greyson Gunheim / Grayson Gunheim, , signed free agent to practice squad
2009-09-06, Raiders,  Jerome Boyd, , signed free agent to practice squad
2009-09-06, Raiders,  Jonathan Holland, , signed free agent to practice squad
2009-09-06, Raiders,  Marcel Reece, , signed free agent to practice squad
2009-09-06, Raiders,  Richard Seymour,  2011 first round pick (#17-Nate Solder), trade with Patriots
2009-09-06, Raiders,  Slade Norris, , signed free agent to practice squad
2009-09-06, Rams, ,  Nate Jones (b), waived
2009-09-06, Rams, , Quinton Culberson, waived
2009-09-06, Rams,  Anthony Smith (b), , claimed off waivers (from Packers)
2009-09-06, Rams,  Cord Parks, , signed free agent to practice squad
2009-09-06, Rams,  Dominic Douglas, , signed free agent to practice squad
2009-09-06, Rams,  Eric Butler, , signed free agent to practice squad
2009-09-06, Rams,  Ian Campbell, , signed free agent to practice squad
2009-09-06, Rams,  K.C. Asiodu, , signed free agent to practice squad
2009-09-06, Rams,  LaJuan Ramsey, , claimed off waivers (from Titans)
2009-09-06, Rams,  Sean Walker, , signed free agent to practice squad
2009-09-06, Ravens,  Bryan Mattison, , signed free agent to practice squad
2009-09-06, Ravens,  Eron Riley, , signed free agent to practice squad
2009-09-06, Ravens,  Joe Reitz, , signed free agent to practice squad
2009-09-06, Ravens,  Justin Harper, , signed free agent to practice squad
2009-09-06, Ravens,  K.J. Gerard, , signed free agent to practice squad
2009-09-06, Ravens,  Stefan Rodgers, , signed free agent to practice squad
2009-09-06, Ravens,  William VanDeSteeg / Willie VanDeSteeg, , signed free agent to practice squad
2009-09-06, Redskins,  Eddie Williams, , signed free agent to practice squad
2009-09-06, Redskins,  J.D. Skolnitsky, , signed free agent to practice squad
2009-09-06, Redskins,  Lendy Holmes, , signed free agent to practice squad
2009-09-06, Redskins,  Rob Jackson, , signed free agent to practice squad
2009-09-06, Redskins,  Trent Shelton, , signed free agent to practice squad
2009-09-06, Saints,  Adrian Arrington, , signed free agent to practice squad
2009-09-06, Saints,  Chase Daniel, , signed free agent to practice squad
2009-09-06, Saints,  Danny Gorrer, , signed free agent to practice squad
2009-09-06, Saints,  DeMario Pressley, , signed free agent to practice squad
2009-09-06, Saints,  Jermey Parnell, , signed free agent to practice squad
2009-09-06, Saints,  Matt Simon (b), , signed free agent to practice squad
2009-09-06, Saints,  P.J. Hill, , signed free agent to practice squad
2009-09-06, Saints,  Tim Duckworth, , signed free agent to practice squad
2009-09-06, Seahawks, ,  Kyle Williams (b), waived
2009-09-06, Seahawks,  A.J. Davis (a), , signed unrestricted free agent
2009-09-06, Seahawks,  Brandon Frye, , claimed off waivers (from Dolphins)
2009-09-06, Seahawks,  Brandon Rodd, , signed unrestricted free agent
2009-09-06, Seahawks,  Carlton Medder, , signed unrestricted free agent
2009-09-06, Seahawks,  Charlie Peprah, , signed unrestricted free agent
2009-09-06, Seahawks,  Chris Vincent, , signed unrestricted free agent
2009-09-06, Seahawks,  Evan Moore, , signed unrestricted free agent
2009-09-06, Seahawks,  Josh Bell, , signed unrestricted free agent
2009-09-06, Seahawks,  Keon Lattimore, , signed unrestricted free agent
2009-09-06, Seahawks,  Lawyer Milloy, , signed unrestricted free agent to a 1-year contract
2009-09-06, Seahawks,  Mike Hass, , signed free agent to practice squad
2009-09-06, Seahawks,  Quinton Ganther, , signed unrestricted free agent
2009-09-06, Steelers,  A.Q. Shipley, , signed free agent to practice squad
2009-09-06, Steelers,  Dezmond Sherrod, , signed free agent to practice squad
2009-09-06, Steelers,  Donovan Woods, , signed free agent to practice squad
